region,trips,time
region_1286,60.0,2016-06-02 19:00:00
region_1182,286.0,2016-06-02 19:00:00
region_1181,214.0,2016-06-02 19:00:00
region_1180,326.0,2016-06-02 19:00:00
region_1179,250.0,2016-06-02 19:00:00
region_1178,493.0,2016-06-02 19:00:00
region_1177,432.0,2016-06-02 19:00:00
region_1176,30.0,2016-06-02 19:00:00
region_1175,5.0,2016-06-02 19:00:00
region_1174,25.0,2016-06-02 19:00:00
region_1173,15.0,2016-06-02 19:00:00
region_1183,59.0,2016-06-02 19:00:00
region_1172,0.0,2016-06-02 19:00:00
region_1131,57.0,2016-06-02 19:00:00
region_1130,682.0,2016-06-02 19:00:00
region_1129,418.0,2016-06-02 19:00:00
region_1128,290.0,2016-06-02 19:00:00
region_1127,174.0,2016-06-02 19:00:00
region_1126,97.0,2016-06-02 19:00:00
region_1125,40.0,2016-06-02 19:00:00
region_1077,10.0,2016-06-02 19:00:00
region_1076,25.0,2016-06-02 19:00:00
region_1075,14.0,2016-06-02 19:00:00
region_1132,3.0,2016-06-02 19:00:00
region_1184,5.0,2016-06-02 19:00:00
region_1287,18.0,2016-06-02 19:00:00
region_1222,18.0,2016-06-02 19:00:00
region_1285,87.0,2016-06-02 19:00:00
region_1284,12.0,2016-06-02 19:00:00
region_1283,40.0,2016-06-02 19:00:00
region_1282,486.0,2016-06-02 19:00:00
region_1281,316.0,2016-06-02 19:00:00
region_1280,71.0,2016-06-02 19:00:00
region_1221,2.0,2016-06-02 19:00:00
region_1278,4.0,2016-06-02 19:00:00
region_1274,14.0,2016-06-02 19:00:00
region_1273,10.0,2016-06-02 19:00:00
region_1272,11.0,2016-06-02 19:00:00
region_1279,5.0,2016-06-02 19:00:00
region_1234,106.0,2016-06-02 19:00:00
region_1235,33.0,2016-06-02 19:00:00
region_1224,19.0,2016-06-02 19:00:00
region_1225,5.0,2016-06-02 19:00:00
region_1227,320.0,2016-06-02 19:00:00
region_1228,414.0,2016-06-02 19:00:00
region_1223,11.0,2016-06-02 19:00:00
region_1230,530.0,2016-06-02 19:00:00
region_1231,369.0,2016-06-02 19:00:00
region_1232,553.0,2016-06-02 19:00:00
region_1233,224.0,2016-06-02 19:00:00
region_1229,322.0,2016-06-02 19:00:00
region_1390,7.0,2016-06-02 20:00:00
region_1389,5.0,2016-06-02 20:00:00
region_1388,12.0,2016-06-02 20:00:00
region_1387,14.0,2016-06-02 20:00:00
region_1386,13.0,2016-06-02 20:00:00
region_1385,37.0,2016-06-02 20:00:00
region_1384,82.0,2016-06-02 20:00:00
region_1383,40.0,2016-06-02 20:00:00
region_1382,5.0,2016-06-02 20:00:00
region_1380,8.0,2016-06-02 20:00:00
region_1331,7.0,2016-06-02 20:00:00
region_1377,11.0,2016-06-02 20:00:00
region_1376,25.0,2016-06-02 20:00:00
region_1339,4.0,2016-06-02 20:00:00
region_1338,6.0,2016-06-02 20:00:00
region_1337,23.0,2016-06-02 20:00:00
region_1336,5.0,2016-06-02 20:00:00
region_1335,2.0,2016-06-02 20:00:00
region_1334,31.0,2016-06-02 20:00:00
region_1333,53.0,2016-06-02 20:00:00
region_1332,84.0,2016-06-02 20:00:00
region_1426,0.0,2016-06-02 20:00:00
region_1378,10.0,2016-06-02 20:00:00
region_1431,10.0,2016-06-02 20:00:00
region_1530,12.0,2016-06-02 20:00:00
region_1435,2.0,2016-06-02 20:00:00
region_1327,67.0,2016-06-02 20:00:00
region_2119,1.0,2016-06-02 20:00:00
region_2118,35.0,2016-06-02 20:00:00
region_2069,0.0,2016-06-02 20:00:00
region_2068,4.0,2016-06-02 20:00:00
region_1783,1.0,2016-06-02 20:00:00
region_1734,3.0,2016-06-02 20:00:00
region_1733,1.0,2016-06-02 20:00:00
region_1684,0.0,2016-06-02 20:00:00
region_1630,7.0,2016-06-02 20:00:00
region_1434,0.0,2016-06-02 20:00:00
region_1580,2.0,2016-06-02 20:00:00
region_1532,11.0,2016-06-02 20:00:00
region_1483,4.0,2016-06-02 20:00:00
region_1482,16.0,2016-06-02 20:00:00
region_1480,11.0,2016-06-02 20:00:00
region_1442,0.0,2016-06-02 20:00:00
region_1441,0.0,2016-06-02 20:00:00
region_1439,5.0,2016-06-02 20:00:00
region_1438,4.0,2016-06-02 20:00:00
region_1437,7.0,2016-06-02 20:00:00
region_1436,12.0,2016-06-02 20:00:00
region_1533,10.0,2016-06-02 20:00:00
region_1326,39.0,2016-06-02 20:00:00
region_2168,17.0,2016-06-02 20:00:00
region_1286,36.0,2016-06-02 20:00:00
region_1182,201.0,2016-06-02 20:00:00
region_1181,194.0,2016-06-02 20:00:00
region_1180,186.0,2016-06-02 20:00:00
region_1179,144.0,2016-06-02 20:00:00
region_1178,264.0,2016-06-02 20:00:00
region_1177,351.0,2016-06-02 20:00:00
region_1176,19.0,2016-06-02 20:00:00
region_1175,2.0,2016-06-02 20:00:00
region_1174,5.0,2016-06-02 20:00:00
region_1173,13.0,2016-06-02 20:00:00
region_1183,50.0,2016-06-02 20:00:00
region_1172,0.0,2016-06-02 20:00:00
region_1131,51.0,2016-06-02 20:00:00
region_1130,588.0,2016-06-02 20:00:00
region_1129,306.0,2016-06-02 20:00:00
region_1128,140.0,2016-06-02 20:00:00
region_1127,165.0,2016-06-02 20:00:00
region_1126,63.0,2016-06-02 20:00:00
region_1125,22.0,2016-06-02 20:00:00
region_1077,5.0,2016-06-02 20:00:00
region_1076,33.0,2016-06-02 20:00:00
region_1075,16.0,2016-06-02 20:00:00
region_1132,1.0,2016-06-02 20:00:00
region_1184,0.0,2016-06-02 20:00:00
region_1287,20.0,2016-06-02 20:00:00
region_1222,8.0,2016-06-02 20:00:00
region_1285,47.0,2016-06-02 20:00:00
region_1284,5.0,2016-06-02 20:00:00
region_1283,23.0,2016-06-02 20:00:00
region_1282,260.0,2016-06-02 20:00:00
region_1281,170.0,2016-06-02 20:00:00
region_1280,46.0,2016-06-02 20:00:00
region_1221,3.0,2016-06-02 20:00:00
region_1278,5.0,2016-06-02 20:00:00
region_1274,6.0,2016-06-02 20:00:00
region_1273,8.0,2016-06-02 20:00:00
region_1272,5.0,2016-06-02 20:00:00
region_1279,7.0,2016-06-02 20:00:00
region_1234,43.0,2016-06-02 20:00:00
region_1235,18.0,2016-06-02 20:00:00
region_1224,13.0,2016-06-02 20:00:00
region_1225,4.0,2016-06-02 20:00:00
region_1227,197.0,2016-06-02 20:00:00
region_1228,261.0,2016-06-02 20:00:00
region_1223,5.0,2016-06-02 20:00:00
region_1230,312.0,2016-06-02 20:00:00
region_1231,267.0,2016-06-02 20:00:00
region_1232,407.0,2016-06-02 20:00:00
region_1233,131.0,2016-06-02 20:00:00
region_1229,176.0,2016-06-02 20:00:00
region_1389,3.0,2016-06-02 21:00:00
region_1388,11.0,2016-06-02 21:00:00
region_1387,10.0,2016-06-02 21:00:00
region_1386,7.0,2016-06-02 21:00:00
region_1385,18.0,2016-06-02 21:00:00
region_1384,64.0,2016-06-02 21:00:00
region_1383,21.0,2016-06-02 21:00:00
region_1382,3.0,2016-06-02 21:00:00
region_1380,4.0,2016-06-02 21:00:00
region_1378,10.0,2016-06-02 21:00:00
region_1327,48.0,2016-06-02 21:00:00
region_1376,18.0,2016-06-02 21:00:00
region_1339,1.0,2016-06-02 21:00:00
region_1338,8.0,2016-06-02 21:00:00
region_1337,19.0,2016-06-02 21:00:00
region_1336,4.0,2016-06-02 21:00:00
region_1335,3.0,2016-06-02 21:00:00
region_1334,19.0,2016-06-02 21:00:00
region_1333,45.0,2016-06-02 21:00:00
region_1332,56.0,2016-06-02 21:00:00
region_1331,5.0,2016-06-02 21:00:00
region_1390,7.0,2016-06-02 21:00:00
region_1377,6.0,2016-06-02 21:00:00
region_1426,8.0,2016-06-02 21:00:00
region_1530,13.0,2016-06-02 21:00:00
region_1434,0.0,2016-06-02 21:00:00
region_1326,16.0,2016-06-02 21:00:00
region_2119,0.0,2016-06-02 21:00:00
region_2118,7.0,2016-06-02 21:00:00
region_2069,0.0,2016-06-02 21:00:00
region_2068,1.0,2016-06-02 21:00:00
region_1783,0.0,2016-06-02 21:00:00
region_1734,0.0,2016-06-02 21:00:00
region_1733,0.0,2016-06-02 21:00:00
region_1684,0.0,2016-06-02 21:00:00
region_1630,6.0,2016-06-02 21:00:00
region_1580,4.0,2016-06-02 21:00:00
region_1533,4.0,2016-06-02 21:00:00
region_1532,8.0,2016-06-02 21:00:00
region_1483,10.0,2016-06-02 21:00:00
region_1482,11.0,2016-06-02 21:00:00
region_1480,5.0,2016-06-02 21:00:00
region_1442,1.0,2016-06-02 21:00:00
region_1441,2.0,2016-06-02 21:00:00
region_1439,1.0,2016-06-02 21:00:00
region_1438,2.0,2016-06-02 21:00:00
region_1437,8.0,2016-06-02 21:00:00
region_1436,11.0,2016-06-02 21:00:00
region_1435,4.0,2016-06-02 21:00:00
region_1431,10.0,2016-06-02 21:00:00
region_2168,0.0,2016-06-02 21:00:00
region_1287,18.0,2016-06-02 21:00:00
region_1285,32.0,2016-06-02 21:00:00
region_1182,143.0,2016-06-02 21:00:00
region_1181,72.0,2016-06-02 21:00:00
region_1180,100.0,2016-06-02 21:00:00
region_1179,99.0,2016-06-02 21:00:00
region_1178,211.0,2016-06-02 21:00:00
region_1177,229.0,2016-06-02 21:00:00
region_1176,22.0,2016-06-02 21:00:00
region_1175,0.0,2016-06-02 21:00:00
region_1174,4.0,2016-06-02 21:00:00
region_1172,1.0,2016-06-02 21:00:00
region_1183,33.0,2016-06-02 21:00:00
region_1132,1.0,2016-06-02 21:00:00
region_1130,474.0,2016-06-02 21:00:00
region_1129,189.0,2016-06-02 21:00:00
region_1128,90.0,2016-06-02 21:00:00
region_1127,113.0,2016-06-02 21:00:00
region_1126,53.0,2016-06-02 21:00:00
region_1125,5.0,2016-06-02 21:00:00
region_1077,7.0,2016-06-02 21:00:00
region_1076,10.0,2016-06-02 21:00:00
region_1075,13.0,2016-06-02 21:00:00
region_1286,27.0,2016-06-02 21:00:00
region_1131,43.0,2016-06-02 21:00:00
region_1184,2.0,2016-06-02 21:00:00
region_1173,3.0,2016-06-02 21:00:00
region_1222,3.0,2016-06-02 21:00:00
region_1284,2.0,2016-06-02 21:00:00
region_1221,0.0,2016-06-02 21:00:00
region_1283,18.0,2016-06-02 21:00:00
region_1282,175.0,2016-06-02 21:00:00
region_1281,110.0,2016-06-02 21:00:00
region_1280,32.0,2016-06-02 21:00:00
region_1279,8.0,2016-06-02 21:00:00
region_1274,2.0,2016-06-02 21:00:00
region_1273,0.0,2016-06-02 21:00:00
region_1272,4.0,2016-06-02 21:00:00
region_1235,15.0,2016-06-02 21:00:00
region_1278,5.0,2016-06-02 21:00:00
region_1233,78.0,2016-06-02 21:00:00
region_1223,6.0,2016-06-02 21:00:00
region_1234,21.0,2016-06-02 21:00:00
region_1225,0.0,2016-06-02 21:00:00
region_1227,138.0,2016-06-02 21:00:00
region_1228,196.0,2016-06-02 21:00:00
region_1224,14.0,2016-06-02 21:00:00
region_1230,167.0,2016-06-02 21:00:00
region_1231,148.0,2016-06-02 21:00:00
region_1232,260.0,2016-06-02 21:00:00
region_1229,124.0,2016-06-02 21:00:00
region_1380,1.0,2016-06-02 22:00:00
region_1390,8.0,2016-06-02 22:00:00
region_1389,5.0,2016-06-02 22:00:00
region_1388,10.0,2016-06-02 22:00:00
region_1387,15.0,2016-06-02 22:00:00
region_1386,16.0,2016-06-02 22:00:00
region_1385,39.0,2016-06-02 22:00:00
region_1384,72.0,2016-06-02 22:00:00
region_1383,30.0,2016-06-02 22:00:00
region_1382,0.0,2016-06-02 22:00:00
region_1378,6.0,2016-06-02 22:00:00
region_1331,6.0,2016-06-02 22:00:00
region_1376,16.0,2016-06-02 22:00:00
region_1339,2.0,2016-06-02 22:00:00
region_1338,5.0,2016-06-02 22:00:00
region_1337,15.0,2016-06-02 22:00:00
region_1336,9.0,2016-06-02 22:00:00
region_1335,8.0,2016-06-02 22:00:00
region_1334,26.0,2016-06-02 22:00:00
region_1333,58.0,2016-06-02 22:00:00
region_1332,81.0,2016-06-02 22:00:00
region_1426,7.0,2016-06-02 22:00:00
region_1377,0.0,2016-06-02 22:00:00
region_1431,12.0,2016-06-02 22:00:00
region_2168,1.0,2016-06-02 22:00:00
region_1435,4.0,2016-06-02 22:00:00
region_1327,11.0,2016-06-02 22:00:00
region_2119,0.0,2016-06-02 22:00:00
region_2118,17.0,2016-06-02 22:00:00
region_2069,0.0,2016-06-02 22:00:00
region_2068,8.0,2016-06-02 22:00:00
region_1783,1.0,2016-06-02 22:00:00
region_1734,1.0,2016-06-02 22:00:00
region_1733,0.0,2016-06-02 22:00:00
region_1684,0.0,2016-06-02 22:00:00
region_1630,7.0,2016-06-02 22:00:00
region_1580,7.0,2016-06-02 22:00:00
region_1533,8.0,2016-06-02 22:00:00
region_1532,3.0,2016-06-02 22:00:00
region_1530,16.0,2016-06-02 22:00:00
region_1483,6.0,2016-06-02 22:00:00
region_1482,13.0,2016-06-02 22:00:00
region_1480,12.0,2016-06-02 22:00:00
region_1442,2.0,2016-06-02 22:00:00
region_1441,4.0,2016-06-02 22:00:00
region_1439,4.0,2016-06-02 22:00:00
region_1438,9.0,2016-06-02 22:00:00
region_1437,17.0,2016-06-02 22:00:00
region_1436,22.0,2016-06-02 22:00:00
region_1434,0.0,2016-06-02 22:00:00
region_1326,10.0,2016-06-02 22:00:00
region_1173,10.0,2016-06-02 22:00:00
region_1286,31.0,2016-06-02 22:00:00
region_1183,25.0,2016-06-02 22:00:00
region_1182,147.0,2016-06-02 22:00:00
region_1181,121.0,2016-06-02 22:00:00
region_1180,87.0,2016-06-02 22:00:00
region_1179,83.0,2016-06-02 22:00:00
region_1178,98.0,2016-06-02 22:00:00
region_1177,94.0,2016-06-02 22:00:00
region_1176,14.0,2016-06-02 22:00:00
region_1175,0.0,2016-06-02 22:00:00
region_1174,4.0,2016-06-02 22:00:00
region_1184,1.0,2016-06-02 22:00:00
region_1287,10.0,2016-06-02 22:00:00
region_1132,0.0,2016-06-02 22:00:00
region_1131,21.0,2016-06-02 22:00:00
region_1130,254.0,2016-06-02 22:00:00
region_1129,102.0,2016-06-02 22:00:00
region_1128,60.0,2016-06-02 22:00:00
region_1127,72.0,2016-06-02 22:00:00
region_1126,35.0,2016-06-02 22:00:00
region_1125,13.0,2016-06-02 22:00:00
region_1077,3.0,2016-06-02 22:00:00
region_1076,9.0,2016-06-02 22:00:00
region_1172,1.0,2016-06-02 22:00:00
region_1221,1.0,2016-06-02 22:00:00
region_1075,7.0,2016-06-02 22:00:00
region_1223,8.0,2016-06-02 22:00:00
region_1285,36.0,2016-06-02 22:00:00
region_1284,6.0,2016-06-02 22:00:00
region_1283,11.0,2016-06-02 22:00:00
region_1282,99.0,2016-06-02 22:00:00
region_1281,105.0,2016-06-02 22:00:00
region_1280,40.0,2016-06-02 22:00:00
region_1222,4.0,2016-06-02 22:00:00
region_1278,2.0,2016-06-02 22:00:00
region_1274,0.0,2016-06-02 22:00:00
region_1273,4.0,2016-06-02 22:00:00
region_1272,1.0,2016-06-02 22:00:00
region_1279,6.0,2016-06-02 22:00:00
region_1234,30.0,2016-06-02 22:00:00
region_1233,60.0,2016-06-02 22:00:00
region_1232,248.0,2016-06-02 22:00:00
region_1231,177.0,2016-06-02 22:00:00
region_1230,145.0,2016-06-02 22:00:00
region_1229,107.0,2016-06-02 22:00:00
region_1228,143.0,2016-06-02 22:00:00
region_1227,95.0,2016-06-02 22:00:00
region_1225,2.0,2016-06-02 22:00:00
region_1224,6.0,2016-06-02 22:00:00
region_1235,7.0,2016-06-02 22:00:00
region_1383,67.0,2016-06-02 23:00:00
region_1384,149.0,2016-06-02 23:00:00
region_1385,66.0,2016-06-02 23:00:00
region_1386,24.0,2016-06-02 23:00:00
region_1426,2.0,2016-06-02 23:00:00
region_1388,10.0,2016-06-02 23:00:00
region_1389,8.0,2016-06-02 23:00:00
region_1390,10.0,2016-06-02 23:00:00
region_1387,12.0,2016-06-02 23:00:00
region_1382,3.0,2016-06-02 23:00:00
region_1332,98.0,2016-06-02 23:00:00
region_1378,4.0,2016-06-02 23:00:00
region_1377,2.0,2016-06-02 23:00:00
region_1376,4.0,2016-06-02 23:00:00
region_1339,2.0,2016-06-02 23:00:00
region_1338,7.0,2016-06-02 23:00:00
region_1337,26.0,2016-06-02 23:00:00
region_1336,23.0,2016-06-02 23:00:00
region_1335,14.0,2016-06-02 23:00:00
region_1334,63.0,2016-06-02 23:00:00
region_1333,103.0,2016-06-02 23:00:00
region_1431,14.0,2016-06-02 23:00:00
region_1380,5.0,2016-06-02 23:00:00
region_1434,2.0,2016-06-02 23:00:00
region_1532,7.0,2016-06-02 23:00:00
region_1436,27.0,2016-06-02 23:00:00
region_1331,12.0,2016-06-02 23:00:00
region_2168,30.0,2016-06-02 23:00:00
region_2119,4.0,2016-06-02 23:00:00
region_2118,68.0,2016-06-02 23:00:00
region_2069,2.0,2016-06-02 23:00:00
region_2068,17.0,2016-06-02 23:00:00
region_1783,0.0,2016-06-02 23:00:00
region_1734,1.0,2016-06-02 23:00:00
region_1733,0.0,2016-06-02 23:00:00
region_1684,0.0,2016-06-02 23:00:00
region_1435,7.0,2016-06-02 23:00:00
region_1630,9.0,2016-06-02 23:00:00
region_1533,5.0,2016-06-02 23:00:00
region_1530,20.0,2016-06-02 23:00:00
region_1483,20.0,2016-06-02 23:00:00
region_1482,11.0,2016-06-02 23:00:00
region_1480,13.0,2016-06-02 23:00:00
region_1442,4.0,2016-06-02 23:00:00
region_1441,5.0,2016-06-02 23:00:00
region_1439,6.0,2016-06-02 23:00:00
region_1438,16.0,2016-06-02 23:00:00
region_1437,21.0,2016-06-02 23:00:00
region_1580,4.0,2016-06-02 23:00:00
region_1327,4.0,2016-06-02 23:00:00
region_1326,4.0,2016-06-02 23:00:00
region_1075,11.0,2016-06-02 23:00:00
region_1183,32.0,2016-06-02 23:00:00
region_1182,195.0,2016-06-02 23:00:00
region_1181,326.0,2016-06-02 23:00:00
region_1180,111.0,2016-06-02 23:00:00
region_1179,119.0,2016-06-02 23:00:00
region_1178,66.0,2016-06-02 23:00:00
region_1177,48.0,2016-06-02 23:00:00
region_1176,6.0,2016-06-02 23:00:00
region_1175,5.0,2016-06-02 23:00:00
region_1173,11.0,2016-06-02 23:00:00
region_1184,8.0,2016-06-02 23:00:00
region_1172,3.0,2016-06-02 23:00:00
region_1131,18.0,2016-06-02 23:00:00
region_1130,96.0,2016-06-02 23:00:00
region_1129,83.0,2016-06-02 23:00:00
region_1128,48.0,2016-06-02 23:00:00
region_1127,44.0,2016-06-02 23:00:00
region_1126,43.0,2016-06-02 23:00:00
region_1125,17.0,2016-06-02 23:00:00
region_1077,24.0,2016-06-02 23:00:00
region_1076,28.0,2016-06-02 23:00:00
region_1287,36.0,2016-06-02 23:00:00
region_1132,1.0,2016-06-02 23:00:00
region_1221,0.0,2016-06-02 23:00:00
region_1174,13.0,2016-06-02 23:00:00
region_1223,4.0,2016-06-02 23:00:00
region_1222,7.0,2016-06-02 23:00:00
region_1285,58.0,2016-06-02 23:00:00
region_1284,14.0,2016-06-02 23:00:00
region_1283,27.0,2016-06-02 23:00:00
region_1282,130.0,2016-06-02 23:00:00
region_1281,169.0,2016-06-02 23:00:00
region_1280,48.0,2016-06-02 23:00:00
region_1279,12.0,2016-06-02 23:00:00
region_1278,9.0,2016-06-02 23:00:00
region_1274,1.0,2016-06-02 23:00:00
region_1273,4.0,2016-06-02 23:00:00
region_1272,4.0,2016-06-02 23:00:00
region_1286,78.0,2016-06-02 23:00:00
region_1224,10.0,2016-06-02 23:00:00
region_1234,76.0,2016-06-02 23:00:00
region_1233,91.0,2016-06-02 23:00:00
region_1232,203.0,2016-06-02 23:00:00
region_1231,171.0,2016-06-02 23:00:00
region_1230,150.0,2016-06-02 23:00:00
region_1229,115.0,2016-06-02 23:00:00
region_1228,107.0,2016-06-02 23:00:00
region_1227,39.0,2016-06-02 23:00:00
region_1225,0.0,2016-06-02 23:00:00
region_1235,36.0,2016-06-02 23:00:00
region_1383,245.0,2016-06-03 00:00:00
region_1384,448.0,2016-06-03 00:00:00
region_1385,219.0,2016-06-03 00:00:00
region_1386,37.0,2016-06-03 00:00:00
region_1426,2.0,2016-06-03 00:00:00
region_1388,16.0,2016-06-03 00:00:00
region_1389,16.0,2016-06-03 00:00:00
region_1390,11.0,2016-06-03 00:00:00
region_1382,6.0,2016-06-03 00:00:00
region_1387,36.0,2016-06-03 00:00:00
region_1380,2.0,2016-06-03 00:00:00
region_1337,67.0,2016-06-03 00:00:00
region_1377,1.0,2016-06-03 00:00:00
region_1376,1.0,2016-06-03 00:00:00
region_1339,6.0,2016-06-03 00:00:00
region_1338,30.0,2016-06-03 00:00:00
region_1336,64.0,2016-06-03 00:00:00
region_1335,47.0,2016-06-03 00:00:00
region_1334,254.0,2016-06-03 00:00:00
region_1333,360.0,2016-06-03 00:00:00
region_1332,235.0,2016-06-03 00:00:00
region_1331,29.0,2016-06-03 00:00:00
region_1378,1.0,2016-06-03 00:00:00
region_1431,13.0,2016-06-03 00:00:00
region_1327,3.0,2016-06-03 00:00:00
region_1435,13.0,2016-06-03 00:00:00
region_2168,42.0,2016-06-03 00:00:00
region_2119,8.0,2016-06-03 00:00:00
region_2118,161.0,2016-06-03 00:00:00
region_2069,16.0,2016-06-03 00:00:00
region_2068,78.0,2016-06-03 00:00:00
region_1783,11.0,2016-06-03 00:00:00
region_1734,5.0,2016-06-03 00:00:00
region_1733,1.0,2016-06-03 00:00:00
region_1684,0.0,2016-06-03 00:00:00
region_1630,5.0,2016-06-03 00:00:00
region_1580,19.0,2016-06-03 00:00:00
region_1533,12.0,2016-06-03 00:00:00
region_1532,4.0,2016-06-03 00:00:00
region_1530,29.0,2016-06-03 00:00:00
region_1483,25.0,2016-06-03 00:00:00
region_1482,20.0,2016-06-03 00:00:00
region_1480,22.0,2016-06-03 00:00:00
region_1442,6.0,2016-06-03 00:00:00
region_1441,3.0,2016-06-03 00:00:00
region_1439,16.0,2016-06-03 00:00:00
region_1438,19.0,2016-06-03 00:00:00
region_1437,39.0,2016-06-03 00:00:00
region_1436,40.0,2016-06-03 00:00:00
region_1434,14.0,2016-06-03 00:00:00
region_1326,5.0,2016-06-03 00:00:00
region_1287,50.0,2016-06-03 00:00:00
region_1286,153.0,2016-06-03 00:00:00
region_1183,61.0,2016-06-03 00:00:00
region_1182,685.0,2016-06-03 00:00:00
region_1181,991.0,2016-06-03 00:00:00
region_1180,308.0,2016-06-03 00:00:00
region_1179,258.0,2016-06-03 00:00:00
region_1178,155.0,2016-06-03 00:00:00
region_1177,67.0,2016-06-03 00:00:00
region_1176,2.0,2016-06-03 00:00:00
region_1175,15.0,2016-06-03 00:00:00
region_1173,30.0,2016-06-03 00:00:00
region_1184,28.0,2016-06-03 00:00:00
region_1172,7.0,2016-06-03 00:00:00
region_1131,49.0,2016-06-03 00:00:00
region_1130,125.0,2016-06-03 00:00:00
region_1129,207.0,2016-06-03 00:00:00
region_1128,131.0,2016-06-03 00:00:00
region_1127,132.0,2016-06-03 00:00:00
region_1126,106.0,2016-06-03 00:00:00
region_1125,53.0,2016-06-03 00:00:00
region_1077,70.0,2016-06-03 00:00:00
region_1076,66.0,2016-06-03 00:00:00
region_1075,27.0,2016-06-03 00:00:00
region_1132,11.0,2016-06-03 00:00:00
region_1221,1.0,2016-06-03 00:00:00
region_1174,29.0,2016-06-03 00:00:00
region_1223,18.0,2016-06-03 00:00:00
region_1222,4.0,2016-06-03 00:00:00
region_1284,53.0,2016-06-03 00:00:00
region_1283,79.0,2016-06-03 00:00:00
region_1282,252.0,2016-06-03 00:00:00
region_1281,440.0,2016-06-03 00:00:00
region_1280,154.0,2016-06-03 00:00:00
region_1279,32.0,2016-06-03 00:00:00
region_1278,18.0,2016-06-03 00:00:00
region_1274,3.0,2016-06-03 00:00:00
region_1273,11.0,2016-06-03 00:00:00
region_1272,4.0,2016-06-03 00:00:00
region_1285,170.0,2016-06-03 00:00:00
region_1234,197.0,2016-06-03 00:00:00
region_1235,90.0,2016-06-03 00:00:00
region_1225,2.0,2016-06-03 00:00:00
region_1227,48.0,2016-06-03 00:00:00
region_1228,192.0,2016-06-03 00:00:00
region_1229,313.0,2016-06-03 00:00:00
region_1224,19.0,2016-06-03 00:00:00
region_1231,345.0,2016-06-03 00:00:00
region_1232,293.0,2016-06-03 00:00:00
region_1233,259.0,2016-06-03 00:00:00
region_1230,388.0,2016-06-03 00:00:00
region_1380,5.0,2016-06-03 01:00:00
region_1389,35.0,2016-06-03 01:00:00
region_1388,69.0,2016-06-03 01:00:00
region_1387,65.0,2016-06-03 01:00:00
region_1386,93.0,2016-06-03 01:00:00
region_1385,510.0,2016-06-03 01:00:00
region_1384,807.0,2016-06-03 01:00:00
region_1390,35.0,2016-06-03 01:00:00
region_1383,582.0,2016-06-03 01:00:00
region_1382,21.0,2016-06-03 01:00:00
region_1378,3.0,2016-06-03 01:00:00
region_1337,167.0,2016-06-03 01:00:00
region_1376,1.0,2016-06-03 01:00:00
region_1339,19.0,2016-06-03 01:00:00
region_1338,55.0,2016-06-03 01:00:00
region_1336,130.0,2016-06-03 01:00:00
region_1335,192.0,2016-06-03 01:00:00
region_1334,663.0,2016-06-03 01:00:00
region_1333,959.0,2016-06-03 01:00:00
region_1332,667.0,2016-06-03 01:00:00
region_1331,98.0,2016-06-03 01:00:00
region_1426,1.0,2016-06-03 01:00:00
region_1377,1.0,2016-06-03 01:00:00
region_1431,14.0,2016-06-03 01:00:00
region_2168,70.0,2016-06-03 01:00:00
region_1435,14.0,2016-06-03 01:00:00
region_1327,6.0,2016-06-03 01:00:00
region_2119,30.0,2016-06-03 01:00:00
region_2118,126.0,2016-06-03 01:00:00
region_2069,10.0,2016-06-03 01:00:00
region_2068,60.0,2016-06-03 01:00:00
region_1783,104.0,2016-06-03 01:00:00
region_1734,59.0,2016-06-03 01:00:00
region_1733,5.0,2016-06-03 01:00:00
region_1684,7.0,2016-06-03 01:00:00
region_1630,13.0,2016-06-03 01:00:00
region_1580,23.0,2016-06-03 01:00:00
region_1533,12.0,2016-06-03 01:00:00
region_1532,9.0,2016-06-03 01:00:00
region_1530,43.0,2016-06-03 01:00:00
region_1483,37.0,2016-06-03 01:00:00
region_1482,21.0,2016-06-03 01:00:00
region_1480,21.0,2016-06-03 01:00:00
region_1442,24.0,2016-06-03 01:00:00
region_1441,13.0,2016-06-03 01:00:00
region_1439,32.0,2016-06-03 01:00:00
region_1438,34.0,2016-06-03 01:00:00
region_1437,99.0,2016-06-03 01:00:00
region_1436,61.0,2016-06-03 01:00:00
region_1434,34.0,2016-06-03 01:00:00
region_1326,7.0,2016-06-03 01:00:00
region_1287,149.0,2016-06-03 01:00:00
region_1286,325.0,2016-06-03 01:00:00
region_1183,163.0,2016-06-03 01:00:00
region_1182,810.0,2016-06-03 01:00:00
region_1181,1159.0,2016-06-03 01:00:00
region_1180,562.0,2016-06-03 01:00:00
region_1179,447.0,2016-06-03 01:00:00
region_1178,237.0,2016-06-03 01:00:00
region_1177,128.0,2016-06-03 01:00:00
region_1176,12.0,2016-06-03 01:00:00
region_1175,30.0,2016-06-03 01:00:00
region_1174,80.0,2016-06-03 01:00:00
region_1184,52.0,2016-06-03 01:00:00
region_1173,54.0,2016-06-03 01:00:00
region_1132,28.0,2016-06-03 01:00:00
region_1131,108.0,2016-06-03 01:00:00
region_1130,233.0,2016-06-03 01:00:00
region_1129,357.0,2016-06-03 01:00:00
region_1128,229.0,2016-06-03 01:00:00
region_1127,277.0,2016-06-03 01:00:00
region_1126,171.0,2016-06-03 01:00:00
region_1125,89.0,2016-06-03 01:00:00
region_1077,167.0,2016-06-03 01:00:00
region_1076,165.0,2016-06-03 01:00:00
