region,trips,time
region_1483,5.0,2016-06-13 12:00:00
region_1482,3.0,2016-06-13 12:00:00
region_1480,4.0,2016-06-13 12:00:00
region_1442,4.0,2016-06-13 12:00:00
region_1441,0.0,2016-06-13 12:00:00
region_1439,3.0,2016-06-13 12:00:00
region_1438,6.0,2016-06-13 12:00:00
region_1437,27.0,2016-06-13 12:00:00
region_1533,5.0,2016-06-13 12:00:00
region_1326,17.0,2016-06-13 12:00:00
region_1377,5.0,2016-06-13 12:00:00
region_1286,278.0,2016-06-13 12:00:00
region_1183,105.0,2016-06-13 12:00:00
region_1182,374.0,2016-06-13 12:00:00
region_1181,926.0,2016-06-13 12:00:00
region_1180,905.0,2016-06-13 12:00:00
region_1179,702.0,2016-06-13 12:00:00
region_1178,491.0,2016-06-13 12:00:00
region_1177,212.0,2016-06-13 12:00:00
region_1176,16.0,2016-06-13 12:00:00
region_1175,8.0,2016-06-13 12:00:00
region_1174,14.0,2016-06-13 12:00:00
region_1173,10.0,2016-06-13 12:00:00
region_1172,3.0,2016-06-13 12:00:00
region_1132,63.0,2016-06-13 12:00:00
region_1131,237.0,2016-06-13 12:00:00
region_1130,478.0,2016-06-13 12:00:00
region_1129,287.0,2016-06-13 12:00:00
region_1128,417.0,2016-06-13 12:00:00
region_1127,391.0,2016-06-13 12:00:00
region_1126,328.0,2016-06-13 12:00:00
region_1125,106.0,2016-06-13 12:00:00
region_1077,196.0,2016-06-13 12:00:00
region_1076,200.0,2016-06-13 12:00:00
region_1287,94.0,2016-06-13 12:00:00
region_1184,19.0,2016-06-13 12:00:00
region_1221,1.0,2016-06-13 12:00:00
region_1075,103.0,2016-06-13 12:00:00
region_1223,8.0,2016-06-13 12:00:00
region_1222,4.0,2016-06-13 12:00:00
region_1284,104.0,2016-06-13 12:00:00
region_1283,429.0,2016-06-13 12:00:00
region_1282,1933.0,2016-06-13 12:00:00
region_1281,1227.0,2016-06-13 12:00:00
region_1280,255.0,2016-06-13 12:00:00
region_1279,26.0,2016-06-13 12:00:00
region_1278,5.0,2016-06-13 12:00:00
region_1274,3.0,2016-06-13 12:00:00
region_1273,3.0,2016-06-13 12:00:00
region_1272,3.0,2016-06-13 12:00:00
region_1285,373.0,2016-06-13 12:00:00
region_1235,223.0,2016-06-13 12:00:00
region_1234,483.0,2016-06-13 12:00:00
region_1233,879.0,2016-06-13 12:00:00
region_1232,1243.0,2016-06-13 12:00:00
region_1231,1123.0,2016-06-13 12:00:00
region_1230,957.0,2016-06-13 12:00:00
region_1229,441.0,2016-06-13 12:00:00
region_1228,210.0,2016-06-13 12:00:00
region_1227,91.0,2016-06-13 12:00:00
region_1225,8.0,2016-06-13 12:00:00
region_1224,10.0,2016-06-13 12:00:00
region_1383,277.0,2016-06-13 13:00:00
region_1384,516.0,2016-06-13 13:00:00
region_1385,258.0,2016-06-13 13:00:00
region_1390,7.0,2016-06-13 13:00:00
region_1387,23.0,2016-06-13 13:00:00
region_1388,19.0,2016-06-13 13:00:00
region_1389,4.0,2016-06-13 13:00:00
region_1382,55.0,2016-06-13 13:00:00
region_1386,66.0,2016-06-13 13:00:00
region_1380,11.0,2016-06-13 13:00:00
region_1338,26.0,2016-06-13 13:00:00
region_1377,1.0,2016-06-13 13:00:00
region_1376,4.0,2016-06-13 13:00:00
region_1339,9.0,2016-06-13 13:00:00
region_1331,50.0,2016-06-13 13:00:00
region_1337,73.0,2016-06-13 13:00:00
region_1336,70.0,2016-06-13 13:00:00
region_1335,122.0,2016-06-13 13:00:00
region_1334,539.0,2016-06-13 13:00:00
region_1333,616.0,2016-06-13 13:00:00
region_1332,431.0,2016-06-13 13:00:00
region_1426,2.0,2016-06-13 13:00:00
region_1378,6.0,2016-06-13 13:00:00
region_1431,15.0,2016-06-13 13:00:00
region_1530,7.0,2016-06-13 13:00:00
region_1435,7.0,2016-06-13 13:00:00
region_1327,11.0,2016-06-13 13:00:00
region_2168,79.0,2016-06-13 13:00:00
region_2119,54.0,2016-06-13 13:00:00
region_2118,227.0,2016-06-13 13:00:00
region_2069,14.0,2016-06-13 13:00:00
region_2068,121.0,2016-06-13 13:00:00
region_1783,198.0,2016-06-13 13:00:00
region_1734,324.0,2016-06-13 13:00:00
region_1733,7.0,2016-06-13 13:00:00
region_1684,40.0,2016-06-13 13:00:00
region_1630,1.0,2016-06-13 13:00:00
region_1580,1.0,2016-06-13 13:00:00
region_1533,4.0,2016-06-13 13:00:00
region_1532,4.0,2016-06-13 13:00:00
region_1483,1.0,2016-06-13 13:00:00
region_1482,5.0,2016-06-13 13:00:00
region_1480,9.0,2016-06-13 13:00:00
region_1442,2.0,2016-06-13 13:00:00
region_1441,1.0,2016-06-13 13:00:00
region_1439,4.0,2016-06-13 13:00:00
region_1438,4.0,2016-06-13 13:00:00
region_1437,18.0,2016-06-13 13:00:00
region_1436,27.0,2016-06-13 13:00:00
region_1434,16.0,2016-06-13 13:00:00
region_1326,14.0,2016-06-13 13:00:00
region_1173,11.0,2016-06-13 13:00:00
region_1286,228.0,2016-06-13 13:00:00
region_1183,101.0,2016-06-13 13:00:00
region_1182,460.0,2016-06-13 13:00:00
region_1181,946.0,2016-06-13 13:00:00
region_1180,821.0,2016-06-13 13:00:00
region_1179,700.0,2016-06-13 13:00:00
region_1178,537.0,2016-06-13 13:00:00
region_1177,237.0,2016-06-13 13:00:00
region_1176,15.0,2016-06-13 13:00:00
region_1175,15.0,2016-06-13 13:00:00
region_1172,3.0,2016-06-13 13:00:00
region_1184,17.0,2016-06-13 13:00:00
region_1132,36.0,2016-06-13 13:00:00
region_1130,456.0,2016-06-13 13:00:00
region_1129,325.0,2016-06-13 13:00:00
region_1128,415.0,2016-06-13 13:00:00
region_1127,413.0,2016-06-13 13:00:00
region_1126,308.0,2016-06-13 13:00:00
region_1125,72.0,2016-06-13 13:00:00
region_1077,190.0,2016-06-13 13:00:00
region_1076,194.0,2016-06-13 13:00:00
region_1075,81.0,2016-06-13 13:00:00
region_1287,93.0,2016-06-13 13:00:00
region_1131,215.0,2016-06-13 13:00:00
region_1221,3.0,2016-06-13 13:00:00
region_1174,20.0,2016-06-13 13:00:00
region_1223,10.0,2016-06-13 13:00:00
region_1285,301.0,2016-06-13 13:00:00
region_1222,1.0,2016-06-13 13:00:00
region_1283,380.0,2016-06-13 13:00:00
region_1282,1854.0,2016-06-13 13:00:00
region_1281,1193.0,2016-06-13 13:00:00
region_1280,238.0,2016-06-13 13:00:00
region_1279,37.0,2016-06-13 13:00:00
region_1278,8.0,2016-06-13 13:00:00
region_1274,4.0,2016-06-13 13:00:00
region_1273,9.0,2016-06-13 13:00:00
region_1272,7.0,2016-06-13 13:00:00
region_1235,219.0,2016-06-13 13:00:00
region_1284,112.0,2016-06-13 13:00:00
region_1224,35.0,2016-06-13 13:00:00
region_1233,786.0,2016-06-13 13:00:00
region_1232,1227.0,2016-06-13 13:00:00
region_1231,1154.0,2016-06-13 13:00:00
region_1230,886.0,2016-06-13 13:00:00
region_1229,466.0,2016-06-13 13:00:00
region_1228,250.0,2016-06-13 13:00:00
region_1227,92.0,2016-06-13 13:00:00
region_1225,3.0,2016-06-13 13:00:00
region_1234,472.0,2016-06-13 13:00:00
region_1383,202.0,2016-06-13 14:00:00
region_1384,444.0,2016-06-13 14:00:00
region_1385,211.0,2016-06-13 14:00:00
region_1386,55.0,2016-06-13 14:00:00
region_1331,52.0,2016-06-13 14:00:00
region_1388,20.0,2016-06-13 14:00:00
region_1389,6.0,2016-06-13 14:00:00
region_1382,44.0,2016-06-13 14:00:00
region_1390,11.0,2016-06-13 14:00:00
region_1387,35.0,2016-06-13 14:00:00
region_1380,9.0,2016-06-13 14:00:00
region_1337,76.0,2016-06-13 14:00:00
region_1377,6.0,2016-06-13 14:00:00
region_1376,6.0,2016-06-13 14:00:00
region_1339,9.0,2016-06-13 14:00:00
region_1338,40.0,2016-06-13 14:00:00
region_1336,66.0,2016-06-13 14:00:00
region_1335,96.0,2016-06-13 14:00:00
region_1334,461.0,2016-06-13 14:00:00
region_1333,537.0,2016-06-13 14:00:00
region_1332,423.0,2016-06-13 14:00:00
region_1426,4.0,2016-06-13 14:00:00
region_1378,6.0,2016-06-13 14:00:00
region_1431,12.0,2016-06-13 14:00:00
region_2168,119.0,2016-06-13 14:00:00
region_1435,8.0,2016-06-13 14:00:00
region_1327,20.0,2016-06-13 14:00:00
region_2119,83.0,2016-06-13 14:00:00
region_2118,265.0,2016-06-13 14:00:00
region_2069,33.0,2016-06-13 14:00:00
region_2068,151.0,2016-06-13 14:00:00
region_1783,317.0,2016-06-13 14:00:00
region_1734,432.0,2016-06-13 14:00:00
region_1733,0.0,2016-06-13 14:00:00
region_1684,4.0,2016-06-13 14:00:00
region_1630,1.0,2016-06-13 14:00:00
region_1580,1.0,2016-06-13 14:00:00
region_1533,7.0,2016-06-13 14:00:00
region_1532,1.0,2016-06-13 14:00:00
region_1530,3.0,2016-06-13 14:00:00
region_1483,6.0,2016-06-13 14:00:00
region_1482,9.0,2016-06-13 14:00:00
region_1480,10.0,2016-06-13 14:00:00
region_1442,1.0,2016-06-13 14:00:00
region_1441,4.0,2016-06-13 14:00:00
region_1439,6.0,2016-06-13 14:00:00
region_1438,9.0,2016-06-13 14:00:00
region_1437,23.0,2016-06-13 14:00:00
region_1436,32.0,2016-06-13 14:00:00
region_1434,7.0,2016-06-13 14:00:00
region_1326,16.0,2016-06-13 14:00:00
region_1173,14.0,2016-06-13 14:00:00
region_1286,211.0,2016-06-13 14:00:00
region_1183,84.0,2016-06-13 14:00:00
region_1182,445.0,2016-06-13 14:00:00
region_1181,779.0,2016-06-13 14:00:00
region_1180,719.0,2016-06-13 14:00:00
region_1179,661.0,2016-06-13 14:00:00
region_1178,539.0,2016-06-13 14:00:00
region_1177,294.0,2016-06-13 14:00:00
region_1176,21.0,2016-06-13 14:00:00
region_1175,16.0,2016-06-13 14:00:00
region_1174,23.0,2016-06-13 14:00:00
region_1172,3.0,2016-06-13 14:00:00
region_1132,24.0,2016-06-13 14:00:00
region_1131,179.0,2016-06-13 14:00:00
region_1130,468.0,2016-06-13 14:00:00
region_1129,370.0,2016-06-13 14:00:00
region_1128,416.0,2016-06-13 14:00:00
region_1127,390.0,2016-06-13 14:00:00
region_1126,250.0,2016-06-13 14:00:00
region_1125,85.0,2016-06-13 14:00:00
region_1077,138.0,2016-06-13 14:00:00
region_1076,200.0,2016-06-13 14:00:00
region_1184,11.0,2016-06-13 14:00:00
region_1221,6.0,2016-06-13 14:00:00
region_1075,96.0,2016-06-13 14:00:00
region_1223,12.0,2016-06-13 14:00:00
region_1222,10.0,2016-06-13 14:00:00
region_1285,300.0,2016-06-13 14:00:00
region_1284,79.0,2016-06-13 14:00:00
region_1283,275.0,2016-06-13 14:00:00
region_1282,1520.0,2016-06-13 14:00:00
region_1281,1048.0,2016-06-13 14:00:00
region_1280,194.0,2016-06-13 14:00:00
region_1279,17.0,2016-06-13 14:00:00
region_1278,8.0,2016-06-13 14:00:00
region_1274,7.0,2016-06-13 14:00:00
region_1273,17.0,2016-06-13 14:00:00
region_1272,13.0,2016-06-13 14:00:00
region_1287,57.0,2016-06-13 14:00:00
region_1235,166.0,2016-06-13 14:00:00
region_1234,367.0,2016-06-13 14:00:00
region_1233,678.0,2016-06-13 14:00:00
region_1232,1083.0,2016-06-13 14:00:00
region_1231,998.0,2016-06-13 14:00:00
region_1230,827.0,2016-06-13 14:00:00
region_1229,478.0,2016-06-13 14:00:00
region_1228,285.0,2016-06-13 14:00:00
region_1227,133.0,2016-06-13 14:00:00
region_1225,10.0,2016-06-13 14:00:00
region_1224,37.0,2016-06-13 14:00:00
region_1382,46.0,2016-06-13 15:00:00
region_1383,176.0,2016-06-13 15:00:00
region_1384,358.0,2016-06-13 15:00:00
region_1385,179.0,2016-06-13 15:00:00
region_1390,12.0,2016-06-13 15:00:00
region_1387,46.0,2016-06-13 15:00:00
region_1388,42.0,2016-06-13 15:00:00
region_1389,23.0,2016-06-13 15:00:00
region_1386,70.0,2016-06-13 15:00:00
region_1380,13.0,2016-06-13 15:00:00
region_1338,33.0,2016-06-13 15:00:00
region_1377,4.0,2016-06-13 15:00:00
region_1376,10.0,2016-06-13 15:00:00
region_1339,7.0,2016-06-13 15:00:00
region_1426,4.0,2016-06-13 15:00:00
region_1337,77.0,2016-06-13 15:00:00
region_1336,40.0,2016-06-13 15:00:00
region_1335,78.0,2016-06-13 15:00:00
region_1334,415.0,2016-06-13 15:00:00
region_1333,546.0,2016-06-13 15:00:00
region_1332,370.0,2016-06-13 15:00:00
region_1331,61.0,2016-06-13 15:00:00
region_1378,10.0,2016-06-13 15:00:00
region_1431,16.0,2016-06-13 15:00:00
region_1438,16.0,2016-06-13 15:00:00
region_1435,12.0,2016-06-13 15:00:00
region_1327,26.0,2016-06-13 15:00:00
region_2119,43.0,2016-06-13 15:00:00
region_2118,133.0,2016-06-13 15:00:00
region_2069,22.0,2016-06-13 15:00:00
region_2068,122.0,2016-06-13 15:00:00
region_1783,317.0,2016-06-13 15:00:00
region_1734,298.0,2016-06-13 15:00:00
region_1733,4.0,2016-06-13 15:00:00
region_1684,37.0,2016-06-13 15:00:00
region_1630,0.0,2016-06-13 15:00:00
region_1434,6.0,2016-06-13 15:00:00
region_1580,1.0,2016-06-13 15:00:00
region_1532,4.0,2016-06-13 15:00:00
region_1483,7.0,2016-06-13 15:00:00
region_1482,8.0,2016-06-13 15:00:00
region_1480,5.0,2016-06-13 15:00:00
region_1442,4.0,2016-06-13 15:00:00
region_1441,1.0,2016-06-13 15:00:00
region_1439,5.0,2016-06-13 15:00:00
region_2168,105.0,2016-06-13 15:00:00
region_1437,30.0,2016-06-13 15:00:00
region_1436,19.0,2016-06-13 15:00:00
region_1533,4.0,2016-06-13 15:00:00
region_1530,14.0,2016-06-13 15:00:00
region_1326,25.0,2016-06-13 15:00:00
region_1286,237.0,2016-06-13 15:00:00
region_1182,471.0,2016-06-13 15:00:00
region_1181,719.0,2016-06-13 15:00:00
region_1180,723.0,2016-06-13 15:00:00
region_1179,657.0,2016-06-13 15:00:00
region_1178,670.0,2016-06-13 15:00:00
region_1177,349.0,2016-06-13 15:00:00
region_1176,21.0,2016-06-13 15:00:00
region_1175,17.0,2016-06-13 15:00:00
region_1174,33.0,2016-06-13 15:00:00
region_1172,6.0,2016-06-13 15:00:00
region_1183,75.0,2016-06-13 15:00:00
region_1132,22.0,2016-06-13 15:00:00
region_1130,519.0,2016-06-13 15:00:00
region_1129,478.0,2016-06-13 15:00:00
region_1128,423.0,2016-06-13 15:00:00
region_1127,380.0,2016-06-13 15:00:00
region_1126,290.0,2016-06-13 15:00:00
region_1125,84.0,2016-06-13 15:00:00
region_1077,146.0,2016-06-13 15:00:00
region_1076,182.0,2016-06-13 15:00:00
region_1075,86.0,2016-06-13 15:00:00
region_1287,72.0,2016-06-13 15:00:00
region_1131,152.0,2016-06-13 15:00:00
region_1184,15.0,2016-06-13 15:00:00
region_1173,28.0,2016-06-13 15:00:00
region_1222,18.0,2016-06-13 15:00:00
region_1221,7.0,2016-06-13 15:00:00
region_1284,85.0,2016-06-13 15:00:00
region_1283,492.0,2016-06-13 15:00:00
region_1282,1716.0,2016-06-13 15:00:00
region_1281,1194.0,2016-06-13 15:00:00
region_1280,172.0,2016-06-13 15:00:00
region_1279,16.0,2016-06-13 15:00:00
region_1278,9.0,2016-06-13 15:00:00
region_1274,9.0,2016-06-13 15:00:00
region_1273,24.0,2016-06-13 15:00:00
region_1272,21.0,2016-06-13 15:00:00
region_1235,163.0,2016-06-13 15:00:00
region_1285,270.0,2016-06-13 15:00:00
region_1223,16.0,2016-06-13 15:00:00
region_1233,875.0,2016-06-13 15:00:00
region_1232,1331.0,2016-06-13 15:00:00
region_1231,1077.0,2016-06-13 15:00:00
region_1230,853.0,2016-06-13 15:00:00
region_1229,503.0,2016-06-13 15:00:00
region_1228,354.0,2016-06-13 15:00:00
region_1227,173.0,2016-06-13 15:00:00
region_1225,10.0,2016-06-13 15:00:00
region_1224,31.0,2016-06-13 15:00:00
region_1234,419.0,2016-06-13 15:00:00
region_1383,135.0,2016-06-13 16:00:00
region_1384,322.0,2016-06-13 16:00:00
region_1385,138.0,2016-06-13 16:00:00
region_1386,34.0,2016-06-13 16:00:00
region_1426,6.0,2016-06-13 16:00:00
region_1388,36.0,2016-06-13 16:00:00
region_1389,13.0,2016-06-13 16:00:00
region_1390,11.0,2016-06-13 16:00:00
region_1382,30.0,2016-06-13 16:00:00
region_1387,26.0,2016-06-13 16:00:00
region_1380,9.0,2016-06-13 16:00:00
region_1337,63.0,2016-06-13 16:00:00
region_1377,6.0,2016-06-13 16:00:00
region_1376,18.0,2016-06-13 16:00:00
region_1339,9.0,2016-06-13 16:00:00
region_1338,20.0,2016-06-13 16:00:00
region_1336,33.0,2016-06-13 16:00:00
region_1335,40.0,2016-06-13 16:00:00
region_1334,334.0,2016-06-13 16:00:00
region_1333,379.0,2016-06-13 16:00:00
region_1332,231.0,2016-06-13 16:00:00
region_1331,40.0,2016-06-13 16:00:00
region_1378,8.0,2016-06-13 16:00:00
region_1431,32.0,2016-06-13 16:00:00
region_1327,25.0,2016-06-13 16:00:00
region_1435,4.0,2016-06-13 16:00:00
region_2168,114.0,2016-06-13 16:00:00
region_2119,58.0,2016-06-13 16:00:00
region_2118,230.0,2016-06-13 16:00:00
region_2069,5.0,2016-06-13 16:00:00
region_2068,140.0,2016-06-13 16:00:00
region_1783,383.0,2016-06-13 16:00:00
region_1734,400.0,2016-06-13 16:00:00
region_1733,7.0,2016-06-13 16:00:00
region_1684,19.0,2016-06-13 16:00:00
region_1630,7.0,2016-06-13 16:00:00
region_1580,1.0,2016-06-13 16:00:00
region_1533,10.0,2016-06-13 16:00:00
region_1532,7.0,2016-06-13 16:00:00
region_1530,6.0,2016-06-13 16:00:00
region_1483,5.0,2016-06-13 16:00:00
region_1482,9.0,2016-06-13 16:00:00
region_1480,5.0,2016-06-13 16:00:00
region_1442,7.0,2016-06-13 16:00:00
region_1441,3.0,2016-06-13 16:00:00
region_1439,10.0,2016-06-13 16:00:00
region_1438,6.0,2016-06-13 16:00:00
region_1437,27.0,2016-06-13 16:00:00
region_1436,12.0,2016-06-13 16:00:00
region_1434,4.0,2016-06-13 16:00:00
region_1326,28.0,2016-06-13 16:00:00
region_1173,27.0,2016-06-13 16:00:00
region_1286,136.0,2016-06-13 16:00:00
region_1183,73.0,2016-06-13 16:00:00
region_1182,452.0,2016-06-13 16:00:00
region_1181,888.0,2016-06-13 16:00:00
region_1180,633.0,2016-06-13 16:00:00
region_1179,583.0,2016-06-13 16:00:00
region_1178,634.0,2016-06-13 16:00:00
region_1177,426.0,2016-06-13 16:00:00
region_1176,20.0,2016-06-13 16:00:00
region_1175,16.0,2016-06-13 16:00:00
region_1174,31.0,2016-06-13 16:00:00
region_1184,7.0,2016-06-13 16:00:00
region_1172,3.0,2016-06-13 16:00:00
region_1131,163.0,2016-06-13 16:00:00
region_1130,524.0,2016-06-13 16:00:00
region_1129,565.0,2016-06-13 16:00:00
region_1128,433.0,2016-06-13 16:00:00
region_1127,371.0,2016-06-13 16:00:00
region_1126,199.0,2016-06-13 16:00:00
region_1125,89.0,2016-06-13 16:00:00
region_1077,126.0,2016-06-13 16:00:00
region_1076,103.0,2016-06-13 16:00:00
region_1075,60.0,2016-06-13 16:00:00
region_1132,20.0,2016-06-13 16:00:00
region_1221,11.0,2016-06-13 16:00:00
region_1287,55.0,2016-06-13 16:00:00
region_1223,11.0,2016-06-13 16:00:00
region_1222,22.0,2016-06-13 16:00:00
region_1284,84.0,2016-06-13 16:00:00
region_1283,330.0,2016-06-13 16:00:00
region_1282,1138.0,2016-06-13 16:00:00
region_1281,768.0,2016-06-13 16:00:00
region_1280,123.0,2016-06-13 16:00:00
region_1279,10.0,2016-06-13 16:00:00
region_1278,10.0,2016-06-13 16:00:00
region_1274,15.0,2016-06-13 16:00:00
region_1273,30.0,2016-06-13 16:00:00
region_1272,16.0,2016-06-13 16:00:00
region_1285,333.0,2016-06-13 16:00:00
region_1224,27.0,2016-06-13 16:00:00
region_1234,394.0,2016-06-13 16:00:00
region_1233,856.0,2016-06-13 16:00:00
region_1232,1188.0,2016-06-13 16:00:00
region_1231,930.0,2016-06-13 16:00:00
region_1230,816.0,2016-06-13 16:00:00
region_1229,475.0,2016-06-13 16:00:00
region_1228,383.0,2016-06-13 16:00:00
region_1227,209.0,2016-06-13 16:00:00
region_1225,6.0,2016-06-13 16:00:00
region_1235,112.0,2016-06-13 16:00:00
region_1382,16.0,2016-06-13 17:00:00
region_1383,65.0,2016-06-13 17:00:00
region_1384,202.0,2016-06-13 17:00:00
region_1385,88.0,2016-06-13 17:00:00
region_1331,21.0,2016-06-13 17:00:00
region_1387,22.0,2016-06-13 17:00:00
region_1388,22.0,2016-06-13 17:00:00
region_1389,10.0,2016-06-13 17:00:00
region_1380,11.0,2016-06-13 17:00:00
region_1386,23.0,2016-06-13 17:00:00
region_1390,9.0,2016-06-13 17:00:00
region_1337,45.0,2016-06-13 17:00:00
region_1376,18.0,2016-06-13 17:00:00
region_1339,9.0,2016-06-13 17:00:00
region_1338,14.0,2016-06-13 17:00:00
region_1336,17.0,2016-06-13 17:00:00
region_1335,15.0,2016-06-13 17:00:00
region_1334,209.0,2016-06-13 17:00:00
region_1333,228.0,2016-06-13 17:00:00
region_1332,173.0,2016-06-13 17:00:00
region_1426,9.0,2016-06-13 17:00:00
region_1377,15.0,2016-06-13 17:00:00
region_1431,30.0,2016-06-13 17:00:00
region_1530,6.0,2016-06-13 17:00:00
region_1435,7.0,2016-06-13 17:00:00
region_2168,84.0,2016-06-13 17:00:00
region_2119,50.0,2016-06-13 17:00:00
region_2118,237.0,2016-06-13 17:00:00
region_2069,7.0,2016-06-13 17:00:00
region_2068,143.0,2016-06-13 17:00:00
region_1783,379.0,2016-06-13 17:00:00
region_1734,420.0,2016-06-13 17:00:00
region_1733,11.0,2016-06-13 17:00:00
region_1684,13.0,2016-06-13 17:00:00
region_1630,3.0,2016-06-13 17:00:00
region_1580,3.0,2016-06-13 17:00:00
region_1533,8.0,2016-06-13 17:00:00
region_1532,9.0,2016-06-13 17:00:00
region_1327,24.0,2016-06-13 17:00:00
region_1483,4.0,2016-06-13 17:00:00
region_1482,7.0,2016-06-13 17:00:00
region_1480,2.0,2016-06-13 17:00:00
region_1442,3.0,2016-06-13 17:00:00
region_1441,4.0,2016-06-13 17:00:00
region_1439,7.0,2016-06-13 17:00:00
region_1438,6.0,2016-06-13 17:00:00
region_1437,12.0,2016-06-13 17:00:00
region_1436,17.0,2016-06-13 17:00:00
region_1434,3.0,2016-06-13 17:00:00
region_1287,43.0,2016-06-13 17:00:00
region_1378,16.0,2016-06-13 17:00:00
region_1326,43.0,2016-06-13 17:00:00
region_1182,342.0,2016-06-13 17:00:00
region_1181,674.0,2016-06-13 17:00:00
region_1180,532.0,2016-06-13 17:00:00
region_1179,429.0,2016-06-13 17:00:00
region_1178,462.0,2016-06-13 17:00:00
region_1177,283.0,2016-06-13 17:00:00
region_1176,13.0,2016-06-13 17:00:00
region_1175,6.0,2016-06-13 17:00:00
region_1174,37.0,2016-06-13 17:00:00
region_1172,4.0,2016-06-13 17:00:00
region_1183,44.0,2016-06-13 17:00:00
region_1132,4.0,2016-06-13 17:00:00
region_1130,461.0,2016-06-13 17:00:00
region_1129,490.0,2016-06-13 17:00:00
region_1128,412.0,2016-06-13 17:00:00
region_1127,272.0,2016-06-13 17:00:00
region_1126,183.0,2016-06-13 17:00:00
region_1125,53.0,2016-06-13 17:00:00
region_1077,39.0,2016-06-13 17:00:00
region_1076,80.0,2016-06-13 17:00:00
region_1075,36.0,2016-06-13 17:00:00
region_1286,122.0,2016-06-13 17:00:00
region_1131,92.0,2016-06-13 17:00:00
region_1184,8.0,2016-06-13 17:00:00
region_1173,20.0,2016-06-13 17:00:00
region_1222,20.0,2016-06-13 17:00:00
region_1221,10.0,2016-06-13 17:00:00
region_1284,32.0,2016-06-13 17:00:00
region_1283,142.0,2016-06-13 17:00:00
region_1282,798.0,2016-06-13 17:00:00
region_1281,471.0,2016-06-13 17:00:00
region_1280,95.0,2016-06-13 17:00:00
region_1279,8.0,2016-06-13 17:00:00
region_1278,3.0,2016-06-13 17:00:00
region_1274,13.0,2016-06-13 17:00:00
region_1273,19.0,2016-06-13 17:00:00
region_1272,12.0,2016-06-13 17:00:00
region_1235,65.0,2016-06-13 17:00:00
region_1285,227.0,2016-06-13 17:00:00
region_1223,20.0,2016-06-13 17:00:00
region_1233,453.0,2016-06-13 17:00:00
region_1232,923.0,2016-06-13 17:00:00
region_1231,695.0,2016-06-13 17:00:00
region_1230,690.0,2016-06-13 17:00:00
region_1229,483.0,2016-06-13 17:00:00
region_1228,349.0,2016-06-13 17:00:00
region_1227,198.0,2016-06-13 17:00:00
region_1225,1.0,2016-06-13 17:00:00
region_1224,31.0,2016-06-13 17:00:00
region_1234,187.0,2016-06-13 17:00:00
region_1382,15.0,2016-06-13 18:00:00
region_1383,60.0,2016-06-13 18:00:00
region_1384,132.0,2016-06-13 18:00:00
region_1385,72.0,2016-06-13 18:00:00
region_1390,18.0,2016-06-13 18:00:00
region_1387,22.0,2016-06-13 18:00:00
region_1388,22.0,2016-06-13 18:00:00
region_1389,16.0,2016-06-13 18:00:00
region_1380,8.0,2016-06-13 18:00:00
region_1386,14.0,2016-06-13 18:00:00
region_1378,11.0,2016-06-13 18:00:00
region_1336,15.0,2016-06-13 18:00:00
region_1376,20.0,2016-06-13 18:00:00
region_1339,13.0,2016-06-13 18:00:00
region_1338,19.0,2016-06-13 18:00:00
region_1337,58.0,2016-06-13 18:00:00
region_1335,13.0,2016-06-13 18:00:00
region_1334,105.0,2016-06-13 18:00:00
region_1333,120.0,2016-06-13 18:00:00
region_1332,116.0,2016-06-13 18:00:00
region_1331,13.0,2016-06-13 18:00:00
region_1327,34.0,2016-06-13 18:00:00
region_1377,23.0,2016-06-13 18:00:00
region_1426,10.0,2016-06-13 18:00:00
region_1326,41.0,2016-06-13 18:00:00
region_1434,0.0,2016-06-13 18:00:00
region_2119,3.0,2016-06-13 18:00:00
region_2118,177.0,2016-06-13 18:00:00
region_2069,29.0,2016-06-13 18:00:00
region_2068,81.0,2016-06-13 18:00:00
region_1783,35.0,2016-06-13 18:00:00
region_1734,274.0,2016-06-13 18:00:00
region_1733,4.0,2016-06-13 18:00:00
region_1684,0.0,2016-06-13 18:00:00
region_1630,4.0,2016-06-13 18:00:00
region_1580,3.0,2016-06-13 18:00:00
region_1533,10.0,2016-06-13 18:00:00
region_1532,15.0,2016-06-13 18:00:00
region_1530,5.0,2016-06-13 18:00:00
region_1483,10.0,2016-06-13 18:00:00
region_1482,17.0,2016-06-13 18:00:00
region_1480,12.0,2016-06-13 18:00:00
region_1442,4.0,2016-06-13 18:00:00
region_1441,6.0,2016-06-13 18:00:00
region_1439,7.0,2016-06-13 18:00:00
region_1438,8.0,2016-06-13 18:00:00
region_1437,16.0,2016-06-13 18:00:00
region_1436,18.0,2016-06-13 18:00:00
region_1435,8.0,2016-06-13 18:00:00
region_1431,24.0,2016-06-13 18:00:00
region_2168,87.0,2016-06-13 18:00:00
region_1287,46.0,2016-06-13 18:00:00
region_1285,163.0,2016-06-13 18:00:00
region_1182,256.0,2016-06-13 18:00:00
region_1181,301.0,2016-06-13 18:00:00
region_1180,351.0,2016-06-13 18:00:00
region_1179,324.0,2016-06-13 18:00:00
region_1178,341.0,2016-06-13 18:00:00
region_1177,199.0,2016-06-13 18:00:00
region_1176,10.0,2016-06-13 18:00:00
region_1175,5.0,2016-06-13 18:00:00
region_1174,13.0,2016-06-13 18:00:00
region_1173,8.0,2016-06-13 18:00:00
